ORIG_FID,VisSpp1,VisCov1,VisSpp2,VisCov2,VisSpp3,VisCov3,VisSpp4,VisCov4,VisSpp5,VisCov5,CovDry,CovWat,CovEpiAlg,PatLen,PatWid,Location,PositionIn,Preassigned,MatDensity,DepToSAV,Secchi,ScAtBot,Date,Time,Latitude,Longitude,Comments,RkTthCov,RkSpp1,RkCov1,RkSpp2,RkCov2,RkSpp3,RkCov3,RkSpp4,RkCov4,RkSpp5,RkCov5
165,Egeria,0.9,Algae,0.1,,,,,,,,0.1,,XL (>15m),M (5-10m),center,,No,,0.5,3,Yes,10/31/2007,01:53:29pm,38.06488457,-121.6477653,egaria and Cabomba?,,Egeria,0.5,Cabomba,0.5,,,,,,
170,Egeria,0.9,Algae,0.5,,,,,,,,,,L (10-15m),M (5-10m),range finder,,No,,0,7,No,10/31/2007,02:14:51pm,38.07716955,-121.646688,EGD70ALG30,,Egeria,0.7,Algae,0.3,,,,,,
172,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,5,Yes,10/31/2007,02:22:31pm,38.08196392,-121.6465075,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
174,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,7.75,Yes,10/31/2007,02:39:47pm,38.08263309,-121.6495021,EGD100,,Egeria,1,,,,,,,,
175,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,8,Yes,10/31/2007,02:44:12pm,38.08054302,-121.6493064,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
176,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,9.5,Yes,10/31/2007,02:48:59pm,38.07814113,-121.6484176,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
177,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,8.25,No,10/31/2007,02:52:36pm,38.0763666,-121.6483683,EGD80ALG20,,Egeria,0.8,Algae,0.2,,,,,,
178,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,7,No,10/31/2007,02:58:16pm,38.07426463,-121.6483528,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
179,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),L (10-15m),range finder,,No,,0,6,No,10/31/2007,03:00:53pm,38.07332296,-121.6478227,EGD100,,Egeria,1,,,,,,,,
180,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,7.5,No,10/31/2007,03:07:44pm,38.07071602,-121.6488168,EGD95ALG5,,Egeria,0.95,Algae,0.05,,,,,,
181,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,7,No,10/31/2007,03:13:10pm,38.06501477,-121.6488205,EGD100,,Egeria,1,,,,,,,,
200,Egeria,0.9,Algae,0.7,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,2,6,Yes,11/1/2007,02:57:32pm,38.04604536,-121.5265256,EGD95ALG5,,Egeria,0.95,Algae,0.05,,,,,,
202,Egeria,0.9,Algae,0.9,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,1,8,No,11/1/2007,03:04:36pm,38.04958394,-121.5228148,EGD100,,Egeria,1,,,,,,,,
341,Egeria,0.5,Algae,0.5,,,,,,,,0.3,,M (5-10m),S (3-5m),,,Yes,,,3.5,No,10/31/2007,08:11:55am,38.04458968,-121.3867924,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
342,Egeria,0.9,Algae,0.1,,,,,,,,0.3,,S (3-5m),S (3-5m),,,Yes,,,1,Yes,10/31/2007,08:17:17am,38.04444221,-121.3855101,EGD,,Egeria,1,,,,,,,,
343,Egeria,0.9,Algae,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),,,Yes,,,1.5,Yes,10/31/2007,08:20:46am,38.04431927,-121.3852544,EGD100,,Egeria,1,,,,,,,,
355,Egeria,0.7,Algae,0.1,,,,,,,,0.1,,M (5-10m),M (5-10m),,,No,,,2.25,Yes,10/31/2007,09:08:33am,38.04560875,-121.373981,ALG100,,Algae,1,,,,,,,,
385,Egeria,0.9,Algae,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),,,No,,1,5,No,10/31/2007,11:24:34am,38.04510878,-121.393042,EGD95ALG5,,Egeria,0.95,Algae,0.05,,,,,,
391,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),M (5-10m),,,No,,6,10,No,10/31/2007,01:24:23pm,38.07273707,-121.4657326,EGD95ALG5,,Egeria,0.95,Algae,0.05,,,,,,
394,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),L (10-15m),,,No,,2,5,No,10/31/2007,01:36:56pm,38.07402809,-121.4680998,EGD90ALG10,,Egeria,0.9,Algae,0.1,,,,,,
396,Egeria,0.7,Algae,0.3,,,,,,,,,,XL (>15m),L (10-15m),,,No,,3,8,No,10/31/2007,01:48:14pm,38.07665648,-121.4690931,EGD100,,Egeria,1,,,,,,,,
406,Egeria,0.7,Algae,0.3,,,,,,,,,,XL (>15m),L (10-15m),,,No,,1,9,No,10/31/2007,02:39:58pm,38.08695861,-121.479602,EGD60ALG40,,Egeria,0.6,Algae,0.4,,,,,,
473,Egeria,0.5,Algae,0.5,,,,,,,,,,L (10-15m),M (5-10m),center,,No,,1,2.75,Yes,10/29/2007,03:04:12pm,38.08290788,-121.5391754,100 eg,,Egeria,1,,,,,,,,
517,Egeria,0.9,Algae,0.3,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,1,5,Yes,11/1/2007,12:06:40pm,38.06261526,-121.459195,eg100,,Egeria,1,,,,,,,,
521,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,0.25,4.5,No,11/1/2007,03:30:01pm,38.03847935,-121.3868169,no rake photo,,,,,,,,,,,
528,Egeria,0.9,Algae,0.3,,,,,,,,,,S (3-5m),S (3-5m),center,,Yes,,2,4,Yes,10/30/2007,10:26:41am,38.00932568,-121.5152489,100eg,,Egeria,1,,,,,,,,
538,Egeria,0.9,Algae,0.5,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,1,4,No,10/30/2007,01:14:45pm,38.02903195,-121.4994144,egeria and curly leaf?,,Egeria,0.5,Curlyleaf,0.5,,,,,,
545,Egeria,0.9,Algae,0.9,,,,,,,,,,L (10-15m),M (5-10m),center,,Yes,,1,2.5,Yes,10/30/2007,02:54:43pm,38.03429311,-121.4972474,100eg,,Egeria,1,,,,,,,,
551,Egeria,0.3,Algae,0.5,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,3.5,Yes,11/1/2007,08:55:48am,38.11018862,-121.614886,egd95 alg5,,Egeria,0.95,Algae,0.05,,,,,,
554,Egeria,0.5,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1.5,6.75,No,11/1/2007,09:31:53am,38.11606636,-121.6209091,egd100,,Egeria,1,,,,,,,,
555,Egeria,0.5,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,4.5,Yes,11/1/2007,09:35:16am,38.1162412,-121.6219484,egd100,,Egeria,1,,,,,,,,
556,Egeria,0.3,Algae,0.5,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1,5.75,No,11/1/2007,09:38:30am,38.11641611,-121.6234289,egd100,,Egeria,1,,,,,,,,
558,Egeria,0.5,Algae,0.3,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,7,No,11/1/2007,09:45:34am,38.11657201,-121.6261787,egd100,,Egeria,1,,,,,,,,
560,Egeria,0.7,Algae,0.1,,,,,,,,,,XL (>15m),XL (>15m),center,,No,,2,,No,11/1/2007,09:57:27am,38.11706617,-121.6284263,egd100,,Egeria,1,,,,,,,,
562,Egeria,0.5,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1.5,2,Yes,11/1/2007,10:31:06am,38.10752377,-121.6112762,egd100,,Egeria,1,,,,,,,,
564,Egeria,0.7,Algae,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,1.5,6,Yes,11/1/2007,10:40:25am,38.10793076,-121.6081904,egd90 alg10,,Egeria,0.9,Algae,0.1,,,,,,
568,Egeria,0.3,Algae,0.5,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,3.5,Yes,11/1/2007,11:07:21am,38.10816381,-121.6047973,egd100,,Egeria,1,,,,,,,,
604,Egeria,0.7,Algae,0.3,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,0,3.5,Yes,10/30/2007,08:06:34am,38.04178057,-121.4275848,100 eg,,Egeria,1,,,,,,,,
605,Egeria,0.7,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0.25,4,Yes,10/30/2007,08:10:44am,38.04159987,-121.4314044,100 eg,,Egeria,1,,,,,,,,
606,Egeria,0.7,Algae,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,Yes,,1.5,4,Yes,10/30/2007,08:25:26am,38.04224325,-121.4342507,100 eg,,Egeria,1,,,,,,,,
608,Egeria,0.7,Algae,0.1,,,,,,,,,,S (3-5m),S (3-5m),side,,Yes,,2.25,3.25,Yes,10/30/2007,08:50:20am,38.04305554,-121.4380317,100 eg,,Egeria,1,,,,,,,,
619,Egeria,0.5,Algae,0.5,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,4,8.75,No,10/30/2007,10:56:31am,38.05086602,-121.4648437,100 eg,,Egeria,1,,,,,,,,
636,Egeria,0.7,Algae,0.3,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,7,No,10/31/2007,08:17:34am,38.07268252,-121.4015579,80eg 20alg,,Egeria,0.8,Algae,0.2,,,,,,
641,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0.25,4,No,10/31/2007,09:11:21am,38.08720209,-121.4119213,90eg 10sawalg,,Egeria,0.9,Algae,0.1,,,,,,
645,Egeria,0.9,Algae,0.9,,,,,,,,,,L (10-15m),L (10-15m),center,,No,,1,5,No,10/31/2007,09:55:25am,38.08644877,-121.4209253,"7ft bottom, no rake photo",,,,,,,,,,,
650,Egeria,0.9,Algae,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,10,Yes,10/31/2007,01:37:34pm,38.08122295,-121.503113,eg100,,Egeria,1,,,,,,,,
653,Egeria,0.9,Algae,0.7,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0.25,4,Yes,10/31/2007,02:23:37pm,38.10472551,-121.4910407,no rake photo,,,,,,,,,,,
654,Egeria,0.7,Algae,0.3,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,,3,No,10/31/2007,02:43:47pm,38.09112529,-121.4859751,no rake photo,,,,,,,,,,,
401,Egeria,0.5,Cabomba,0.5,Algae,0.3,,,,,,,,XL (>15m),S (3-5m),,,No,,1,9,No,10/31/2007,02:17:34pm,38.08457839,-121.4720731,EGD50CAB45ALG5,,Egeria,0.5,Cabomba,0.45,Algae,0.05,,,,
402,Egeria,0.7,Cabomba,0.3,Algae,0.1,,,,,,,,XL (>15m),S (3-5m),,,No,,2,11,No,10/31/2007,02:21:10pm,38.08510805,-121.4731653,EGD100,,Egeria,1,,,,,,,,
410,Egeria,0.5,Cabomba,0.5,Algae,0.1,,,,,,0.1,,L (10-15m),S (3-5m),,,No,,2,8,No,10/31/2007,02:56:20pm,38.09085886,-121.4810261,CAM20ALG10EGD70,,Egeria,0.7,Algae,0.1,Cabomba,0.2,,,,
438,Egeria,0.5,Cabomba,0.1,Azolla,0.1,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.25,2,No,10/29/2007,07:58:24am,38.01109398,-121.3852834,95 eg 5 cab,,Egeria,0.95,Cabomba,0.05,,,,,,
634,Egeria,0.5,Cabomba,0.1,Coontail,0.1,Watermilfoil,0.1,,,,,,XL (>15m),M (5-10m),range finder,,No,,0,,No,10/30/2007,03:13:02pm,38.03135579,-121.4893521,50 eg 20 mil 20 cab 5 coon,,Egeria,0.55,Watermilfoil,0.2,Cabomba,0.2,Coontail,0.05,,
240,Egeria,0.7,Cabomba,0.3,Watermilfoil,0.1,Tule,0.1,,,,,,XL (>15m),L (10-15m),,,No,,1,3,Yes,11/1/2007,02:23:00pm,37.99992382,-121.5098928,EGD100,,Egeria,1,,,,,,,,
466,Egeria,0.9,Cabomba,0.1,Watermilfoil,0.1,,,,,,,,M (5-10m),M (5-10m),center,,No,,3,6.5,No,10/29/2007,02:00:23pm,38.08535115,-121.5418561,80 eg 10 caab 10 mil,,Egeria,0.8,Cabomba,0.1,Watermilfoil,0.1,,,,
474,Egeria,0.9,Cabomba,0.1,Watermilfoil,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,3,10.5,No,10/29/2007,03:10:21pm,38.08608468,-121.5359735,33 eg 33 cab 33 mil,,Egeria,0.33,Cabomba,0.33,Watermilfoil,0.33,,,,
579,Egeria,0.3,Cabomba,0.1,Watermilfoil,0.1,Coontail,0.1,,,,,,XL (>15m),XL (>15m),center,,No,,2,4,Yes,11/1/2007,02:35:11pm,38.11742083,-121.5862362,coo10 egd30 alg20 cab20 mil20,,Coontail,0.1,Egeria,0.3,Algae,0.2,Cabomba,0.2,Watermilfoil,0.2
405,Egeria,0.5,Cabomba,0.5,,,,,,,,,,L (10-15m),M (5-10m),,,No,,10,10,No,10/31/2007,02:36:50pm,38.08626047,-121.4793477,EGD70CAM30,,Egeria,0.7,Cabomba,0.3,,,,,,
445,Egeria,0.9,Cabomba,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,1.5,2.5,Yes,10/29/2007,09:39:31am,37.99709323,-121.4285912,95 eg 5 cab,,Egeria,0.95,Cabomba,0.05,,,,,,
456,Egeria,0.3,Cabomba,0.3,,,,,,,,0.3,,XL (>15m),XL (>15m),center,,No,,0.25,2.5,Yes,10/29/2007,11:29:53am,38.00387451,-121.4582617,80 eg 20 cab,,Egeria,0.8,Cabomba,0.2,,,,,,
591,Egeria,0.9,Cabomba,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,0,,No,10/29/2007,08:23:16am,38.0033449,-121.3982071,70 eg 30 cab,,Egeria,0.7,Cabomba,0.3,,,,,,
594,Egeria,0.9,Cabomba,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,2.5,2.5,No,10/29/2007,10:07:57am,38.00542256,-121.44387,99 eg 1 cab,,Egeria,0.99,Cabomba,0.01,,,,,,
621,Egeria,0.7,Cabomba,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,4,6.5,No,10/30/2007,11:19:08am,38.04428729,-121.4753495,99 eg 1 cab,,Egeria,0.99,Cabomba,0.01,,,,,,
622,Egeria,0.7,Cabomba,0.1,,,,,,,,,,M (5-10m),S (3-5m),side,,No,,2,5.5,No,10/30/2007,11:22:42am,38.04492148,-121.4751439,100 eg,,Egeria,1,,,,,,,,
623,Egeria,0.7,Cabomba,0.1,,,,,,,,,,XL (>15m),L (10-15m),,,No,,3,,No,10/30/2007,11:28:21am,38.04190376,-121.478461,98 eg 2 cab,,Egeria,0.98,Cabomba,0.02,,,,,,
346,Egeria,0.5,Coontail,0.5,Algae,0.3,,,,,,,,XL (>15m),M (5-10m),,,No,,,2,Yes,10/31/2007,08:32:32am,38.04543455,-121.3818674,EGD80COO10ALG10,,Egeria,0.8,Coontail,0.1,Algae,0.1,,,,
397,Egeria,0.5,Coontail,0.5,Algae,0.1,,,,,,,,XL (>15m),M (5-10m),,,No,,3,9,No,10/31/2007,01:51:46pm,38.07787436,-121.4688586,EGD60COO25ALG5,,Egeria,0.7,Coontail,0.25,Algae,0.05,,,,
497,Egeria,0.5,Coontail,0.5,Cabomba,0.1,,,,,,,,XL (>15m),L (10-15m),center,,No,,0.5,,No,10/30/2007,03:29:10pm,38.03319839,-121.4868932,40 eg 40 coon 20 cab,,Egeria,0.4,Coontail,0.4,Cabomba,0.2,,,,
260,Egeria,0.5,Coontail,0.3,Curlyleaf,0.1,Elodea,0.1,,,,,,XL (>15m),L (10-15m),center,,No,,1,2,Yes,10/29/2007,09:41:35am,38.01441135,-121.7351879,EGD30ELO30COO30CPW10,,Egeria,0.3,Elodea,0.3,Coontail,0.3,Curlyleaf,0.1,,
261,Egeria,0.7,Coontail,0.1,Curlyleaf,0.1,Elodea,0.1,,,,,,XL (>15m),L (10-15m),center,,No,,1,2,Yes,10/29/2007,09:48:38am,38.01433205,-121.734715,EGD50ELO10COO30CPW10,,Egeria,0.5,Elodea,0.1,Coontail,0.3,Curlyleaf,0.1,,
514,Egeria,0.9,Coontail,0.1,Curlyleaf,0.1,,,,,,,,M (5-10m),S (3-5m),center,,No,,1,5,No,11/1/2007,09:23:21am,38.06625142,-121.5375054,con90 eg80,,Coontail,0.9,Egeria,0.1,,,,,,
269,Egeria,0.9,Coontail,0.1,Elodea,0.1,,,,,,,,XL (>15m),XL (>15m),center,,No,,0,2,Yes,10/29/2007,11:23:38am,38.01937304,-121.7353798,ELO75EGD25,,Elodea,0.75,Egeria,0.25,,,,,,
306,Egeria,0.9,Coontail,0.1,Elodea,0.1,,,,,,,,XL (>15m),XL (>15m),center,,Yes,,5,,No,10/31/2007,09:31:51am,38.03782135,-121.6135936,EGD95COO2ELO3,,Egeria,0.95,Coontail,0.02,Elodea,0.03,,,,
222,Egeria,0.7,Coontail,0.1,Pondweed_spp,0.1,,,,,,0.3,,XL (>15m),XL (>15m),,,Yes,,3.5,3.5,No,10/30/2007,03:01:59pm,38.05371233,-121.6083597,EGD100,,Egeria,1,,,,,,,,
191,Egeria,0.9,Coontail,0.1,Watermilfoil,0.1,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,4,Yes,11/1/2007,11:15:02am,38.03174622,-121.5254266,EGD90COO10,,Egeria,0.9,Coontail,0.1,,,,,,
198,Egeria,0.9,Coontail,0.1,Watermilfoil,0.1,,,,,,,,L (10-15m),M (5-10m),center,,No,,1,8.5,Yes,11/1/2007,02:27:17pm,38.00222531,-121.5107593,EGD70COO30,,Egeria,0.7,Coontail,0.3,,,,,,
8,Egeria,0.5,Coontail,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),side,,No,,0.5,2.25,Yes,11/1/2007,09:29:50am,38.00310653,-121.5700232,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
11,Egeria,0.7,Coontail,0.1,,,,,,,,0.1,,XL (>15m),S (3-5m),center,,No,,0,2.5,Yes,11/1/2007,09:49:10am,38.00060557,-121.5693865,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
12,Egeria,0.9,Coontail,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,0.5,3,Yes,11/1/2007,09:53:28am,37.99929973,-121.5704092,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
13,Egeria,0.1,Coontail,0.1,,,,,,,,0.5,,S (3-5m),S (3-5m),center,,No,,0.5,3.5,Yes,11/1/2007,09:57:52am,37.99882372,-121.5716018,egd100,,Egeria,1,,,,,,,,
14,Egeria,0.9,Coontail,0.1,,,,,,,,,,M (5-10m),M (5-10m),center,,No,,0.75,3,Yes,11/1/2007,10:01:30am,37.99883533,-121.5723305,egd80 coo20,,Egeria,0.8,Coontail,0.2,,,,,,
17,Egeria,0.7,Coontail,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,No,,1.75,4.25,Yes,11/1/2007,12:40:32pm,38.00456246,-121.5651493,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
18,Egeria,0.5,Coontail,0.3,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,2,4,Yes,11/1/2007,12:49:33pm,38.0067071,-121.562138,coo90 egd10,,Coontail,0.9,Egeria,0.1,,,,,,
23,Egeria,0.7,Coontail,0.1,,,,,,,,,,S (3-5m),S (3-5m),center,,No,,1.25,9,No,11/1/2007,01:21:26pm,38.01001466,-121.5506004,egd100,,Egeria,1,,,,,,,,
25,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,2.5,4,Yes,11/1/2007,02:20:59pm,38.02205502,-121.5587599,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
31,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,3,5,No,10/29/2007,09:33:29am,38.01494748,-121.6857381,egd95 ct5,,Egeria,0.95,Coontail,0.05,,,,,,
32,Egeria,0.9,Coontail,0.1,,,,,,,,,,M (5-10m),S (3-5m),center,,No,,2.5,5.75,No,10/29/2007,09:39:15am,38.0136709,-121.6842903,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
33,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0,4.5,Yes,10/29/2007,09:50:10am,38.01294401,-121.6836174,egd95 5coo,,Egeria,0.95,Coontail,0.05,,,,,,
34,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,6.25,No,10/29/2007,09:57:06am,38.01252063,-121.6803868,egd95 coo5,,Egeria,0.95,Coontail,0.05,,,,,,
36,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,5.75,Yes,10/29/2007,10:05:19am,38.01050697,-121.6797965,egd50 coo50,,Egeria,0.5,Coontail,0.5,,,,,,
38,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2.5,6,No,10/29/2007,10:13:23am,38.00862497,-121.6784606,egd95 coo5,,Egeria,0.95,Coontail,0.05,,,,,,
43,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,2.5,6,No,10/29/2007,11:01:02am,38.00984623,-121.6789957,70coo 30eg,,Coontail,0.7,Egeria,0.3,,,,,,
49,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,0,5,Yes,10/29/2007,11:30:43am,38.00973976,-121.6707588,egd85 coo15,,Egeria,0.85,Coontail,0.15,,,,,,
54,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,Yes,,3,6.25,No,10/29/2007,11:47:05am,38.00496398,-121.6691075,75coo 25eg,,Coontail,0.75,Egeria,0.25,,,,,,
59,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,6,No,10/29/2007,12:59:09pm,38.01305279,-121.6633707,egd70 coo30,,Egeria,0.7,Coontail,0.3,,,,,,
62,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,0,2,Yes,10/29/2007,01:13:59pm,38.01274728,-121.6561481,egd60 coo40,,Egeria,0.6,Coontail,0.4,,,,,,
64,Egeria,0.5,Coontail,0.3,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,0,2.75,Yes,10/29/2007,01:27:59pm,38.01342591,-121.6470961,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
66,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,0.5,7,No,10/29/2007,01:46:07pm,38.01718274,-121.6516994,egd80 coo20,,Egeria,0.8,Coontail,0.2,,,,,,
72,Egeria,0.5,Coontail,0.5,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,2.25,4,Yes,10/29/2007,03:01:32pm,38.03591555,-121.6728407,coo50 egd50,,Coontail,0.5,Egeria,0.5,,,,,,
74,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,6,No,10/29/2007,03:17:40pm,38.04239987,-121.6664125,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
83,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,4,Yes,10/30/2007,08:46:37am,38.01877153,-121.6065193,egd50 coo50,,Egeria,0.5,Coontail,0.5,,,,,,
84,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,2,3.5,Yes,10/30/2007,08:51:13am,38.01766456,-121.6074871,egd75 coo25,,Egeria,0.75,Coontail,0.25,,,,,,
85,Egeria,0.7,Coontail,0.1,,,,,,,,0.1,,L (10-15m),S (3-5m),center,,No,,1,2.5,No,10/30/2007,08:58:18am,38.01656619,-121.6092365,egd85 coo15,,Egeria,0.85,Coontail,0.15,,,,,,
86,Egeria,0.7,Coontail,0.1,,,,,,,,,,M (5-10m),M (5-10m),side,,No,,2,3,Yes,10/30/2007,09:04:16am,38.01618287,-121.6108502,coo75 egd25,,Coontail,0.75,Egeria,0.25,,,,,,
88,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),center,,No,,1,2.5,No,10/30/2007,09:36:33am,38.01143379,-121.6204535,egd60 coo40,,Egeria,0.6,Coontail,0.4,,,,,,
89,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),M (5-10m),side,,No,,1,2.5,Yes,10/30/2007,09:39:38am,38.01071857,-121.6219661,egd70 coo30,,Egeria,0.7,Coontail,0.3,,,,,,
98,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,3,Yes,10/30/2007,10:26:10am,38.00449593,-121.6266751,egd100,,Egeria,1,,,,,,,,
99,Egeria,0.9,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),side,,No,,2,3,Yes,10/30/2007,10:44:18am,38.00246888,-121.6258828,egd80 coo20,,Egeria,0.8,Coontail,0.2,,,,,,
100,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),side,,No,,1,5,No,10/30/2007,10:51:03am,38.00160832,-121.6242884,egd85 coo15,,Egeria,0.85,Coontail,0.15,,,,,,
101,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),L (10-15m),side,,No,,2,,No,10/30/2007,11:07:31am,37.9993083,-121.6230557,egd75 coo25,,Egeria,0.75,Coontail,0.25,,,,,,
102,Egeria,0.7,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,2,2.75,Yes,10/30/2007,11:14:32am,37.99816893,-121.6241591,egd100,,Egeria,1,,,,,,,,
103,Egeria,0.7,Coontail,0.1,,,,,,,,,,L (10-15m),S (3-5m),center,,No,,1,2.75,No,10/30/2007,11:33:29am,37.99700965,-121.6228975,egd100,,Egeria,1,,,,,,,,
106,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),L (10-15m),center,,No,,1,2.5,Yes,10/30/2007,11:55:14am,38.00092491,-121.6225249,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
107,Egeria,0.9,Coontail,0.1,,,,,,,,,,XL (>15m),S (3-5m),center,,No,,0,6,No,10/30/2007,12:31:41pm,38.00859166,-121.6267833,egd90 coo10,,Egeria,0.9,Coontail,0.1,,,,,,
119,Egeria,0.5,Coontail,0.1,,,,,,,,0.3,,XL (>15m),L (10-15m),center,,No,,2,3.25,Yes,10/30/2007,02:11:00pm,38.0253973,-121.599195,egd50 coo50,,Egeria,0.5,Coontail,0.5,,,,,,
130,Egeria,0.1,Coontail,0.1,,,,,,,,0.7,,S (3-5m),S (3-5m),center,,Yes,,3,5,No,10/29/2007,12:00:13pm,38.00806096,-121.6679242,egd80 coo20,,Egeria,0.8,Coontail,0.2,,,,,,
131,Egeria,0.7,Coontail,0.1,,,,,,,,0.1,,S (3-5m),S (3-5m),center,,Yes,,2,4,No,10/29/2007,12:04:07pm,38.00859512,-121.6684131,egd60 coo40,,Egeria,0.6,Coontail,0.4,,,,,,
