SampleID_key,SampleID_frp,VisitNo,QAQC,GearType,GearTypeAbbreviation,Habitat,SeineCode,TowDirection,HabitatMorphology,DepthOfWater,CableOut,LengthOfTrawl,Width,Netter,StartTime,EndTime,Duration,PercentOpen,DepthOfSample,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,NetMeterSerial,NetMeterStart,NetMeterEnd,Volts,DutyCycle,Amps,PulseRate,VolumeEstimated,SeineDeploymentType,GearDetail,Silt,Sand,Gravel,Cobble,Boulder,Organics,MassOfStandardLow,MassOfStandardHigh,QuestionableData,VegetationInSample,FlowType,DragMethod,NetNumber,CodEnd,GpsUnit,GpsAccuracy,Comments
324,EAV2-27MAR2018,1817,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,09:15,, , , 4, 38.17962, 121.91409, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
325,EAV2-29MAR2017,1389,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:20,, , , 2, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
326,EAV2-29MAR2018,1865,false,MI,SN,, , 3= unknown, , 2.2,,, ,,09:57,, , , , 38.0816, 122.01764, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , phragmites
327,EAV2-2May2016,1251,false,MI,SN,5 = Tules, , 3= unknown, , 0.5,,, ,,09:19,, , , 0.5, 38.23417, 121.66809, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
328,EAV2-30MAR2017,1394,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:30,, , , 1, 38.083608, 121.723387, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , Just inside breach
329,EAV2-3APR2017,1402,false,MI,SN,3 = Littoral SAV/FAV, , 3= unknown, , 3,,, ,,08:34,, , , 0, 38.09472, 121.59035, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , This sample was never recorded on any data sheet; but I am 90% sure it came from here.
330,EAV2-4APR2017,1408,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,08:30,, , , 0, 38.023244, 121.833362, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHCAL
331,EAV2-5JUN2018,1952,false,MI,SN,, , 3= unknown, , 1,,, ,,11:10,, , , 1, 38.08428, 121.72403, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
332,EAV2-6APR2017,1414,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:00,, , , 1, 38.049654, 121.848899, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
333,EAV2B-13MAR2018,1833,false,MI,SN,, , 3= unknown, , ,,, ,,11:02,, , , , 38.180117, 121.907168, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 2 jars were labeled EAV2; one is really EAV3; not sure which was which
334,EAV2-BR-02APR2019,2183,false,MI,EAV,, , , , 3,,, ,,,, , , , 38.18931, 121.91442, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
335,EAV2-DI-18MAR2019,2166,false,MI,EAV,6 = Emergent vegetation, , , , 4.9,,, ,,,, , , , 38.08282, 121.72704, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
336,EAV2-LS-03APR2019,1073,false,MI,EAV,, , , , 2.5,,, ,,,, , , 1.3, 38.28022, 121.69552, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
337,EAV2-LS-22MAR2019,1040,true,MI,EAV,, , , , 1.5,,, ,,,, , , 0.7, 38.29574, 121.72477, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
338,EAV2-ND-27MAR2019,1689,false,MI,EAV,, , , , 1,,, ,,,, , , 0.5, 38.1785, 121.9169, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
339,EAV2P-29MAR2018,1827,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,11:30,, , , 1, 38.24315, 121.66954, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
340,EAV2-RI-11APR2019,1691,false,MI,EAV,, , , , 1.5,,, ,,,, , , 1, 38.07878, 122.01449, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
341,EAV2S-13MAR2018,1794,false,MI,SN,5 = Tules, , 3= unknown, , 6,,, ,,14:00,, , , 2, 38.0971, 121.59112, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
342,EAV2-TR-19MAR2019,1642,false,MI,EAV,6 = Emergent vegetation, , , , ,,, ,,,, , , , 38.11362, 121.98171, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
343,EAV2-WI-28MAR2019,1044,true,MI,EAV,, , , , 3.5,,, ,,,, , , , 38.04408, 121.84641, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
344,EAV2-WL-22FEB2019,2157,false,MI,EAV,, , , , 1,,, ,,,, , , , 38.22603, 122.03832, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
345,EAV3-01NOV2018,2108,false,MI,SN,, , 3= unknown, , 2,,, ,,,, , , 1, 38.08077, 122.01781, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
346,EAV3-09APR2018,1892,false,MI,SN,, , 3= unknown, , ,,, ,,12:15,, , , 1.7, 38.050674, 121.84779, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , sample may have lost some during processing- looked identical to other samples around same time though so may have lost none.
347,EAV3-10APR2017,1424,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:15,, , , 1, 38.13481, 121.9925, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , PHRAGMITES
348,EAV3-10MAY2018,1942,false,MI,SN,, , 3= unknown, , ,,, ,,14:50,, , , , 38.084184, 121.72381, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , tules
349,EAV3-11APR2017,1439,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:44,, , , 1, 38.083221, 122.008342, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , PHRAUS
350,EAV3-12MAR2018,1855,false,MI,SN,, , 3= unknown, , 1,,, ,,15:30,, , , , 38.13481, 121.99259, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , This wasnt recorded initially; but we took a sample named EAV3 at some point that day; probably here.
351,EAV3-13APR2017,1447,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:30,, , , 2, 38.040503, 121.867586, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , TYPHA
352,EAV3-13APR2018,1901,false,MI,SN,, , 3= unknown, , 1,,, ,,10:00,, , , 1, 38.08272, 121.72755, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , More SAV than EAV around
353,EAV3-15OCT2018,2112,false,MI,SN,, , 3= unknown, , 2,,, ,,,, , , 1, 38.04183, 121.84588, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
354,EAV3-16MAR2016,1190,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:15,, , , 2, 38.234141, 121.669191, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
355,EAV3-17OCT2018,2116,false,MI,SN,, , 3= unknown, , 3,,, ,,12:33,, , , 1.5, 38.0387, 121.86949, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
356,EAV3-18APR2018,1905,false,MI,SN,, , 3= unknown, , ,,, ,,07:23,, , , , 38.02382, 121.82935, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , tules
357,EAV3-20MAR2018,1849,false,MI,SN,, , 3= unknown, , ,,, ,,13:12,, , , 1, 38.36707, 121.64267, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , Partial spill of sample in the field <10%.
358,EAV3-22MAR2018,1876,false,MI,SN,, , 3= unknown, , ,,, ,,09:24,, , , , 38.04334, 121.87189, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
359,EAV3-23MAR2018,1807,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:15,, , , 2, 38.28167, 121.69197, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
360,EAV3-23OCT2018,2090,false,MI,SN,, , 3= unknown, , 1,,, ,,10:40,, , , 1, 38.24315, 121.66958, 0, 0, ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
361,EAV3-25APR2017,1452,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:48,, , , 2, 38.23722, 121.6692, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
362,EAV3-26MAR2018,1859,false,MI,SN,, , 3= unknown, , 3,,, ,,09:30,, , , , 38.18248, 121.92172, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , fish in sample
363,EAV3-27MAR2018,1817,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,09:15,, , , 3, 38.17962, 121.91409, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
364,EAV3-29MAR2017,1390,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:30,, , , 2, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
365,EAV3-29MAR2018,1865,false,MI,SN,, , 3= unknown, , 2.2,,, ,,09:57,, , , , 38.08215, 122.01795, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , phragmites
366,EAV3-2May2016,1251,false,MI,SN,5 = Tules, , 3= unknown, , 0.5,,, ,,09:19,, , , 0.5, 38.23417, 121.66809, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
367,EAV3-30MAR2017,1394,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:30,, , , 1, 38.083608, 121.723387, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , Just outside breach
368,EAV3-3APR2017,1403,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:25,, , , 1, 38.0947, 121.59039, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
369,EAV3-4APR2017,1409,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:59,, , , 1, 38.021913, 121.825326, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
370,EAV3-6APR2017,1415,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,09:30,, , , 1, 38.03883, 121.8449, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
371,EAV3B-13MAR2018,1833,false,MI,SN,, , 3= unknown, , ,,, ,,11:02,, 0, 0, , 38.180117, 121.907168, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 2 jars were labeled EAV2; one is really EAV3; not sure which was which
372,EAV3-BR-02APR2019,1049,false,MI,EAV,6 = Emergent vegetation, , , , 3,,, ,,,, , , , 38.18537, 121.92295, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
373,EAV3-DI-18MAR2019,1038,false,MI,EAV,6 = Emergent vegetation, , , , 4.8,,, ,,,, , , , 38.08401, 121.72082, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
374,EAV3-LS-03APR2019,1633,false,MI,EAV,, , , , 1.5,,, ,,,, , , 0.8, 38.27612, 121.70436, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
375,EAV3-ND-08APR2019,1072,false,MI,EAV,, , , , ,,, ,,,, , , , 38.18101, 121.91705, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
376,EAV3-ND-27MAR2019,1637,false,MI,EAV,, , , , 1.5,,, ,,,, , , , 38.17534, 121.92081, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
377,EAV3-RI-11APR2019,1071,false,MI,EAV,6 = Emergent vegetation, , , , 1.5,,, ,,,, , , 1, 38.08137, 122.01758, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
378,EAV3-WI-28MAR2019,2136,true,MI,EAV,, , , , ,,, ,,,, , , , 38.05412, 121.84985, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
379,EAV3-WL-22FEB2019,1059,false,MI,EAV,6 = Emergent vegetation, , , , 3,,, ,,,, , , , 38.22065, 122.04372, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
380,EAV4-01NOV2018,2102,false,MI,SN,, , 3= unknown, , 2,,, ,,00:00,, , , 1, 38.07928, 122.01575, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , Ryer Inside
381,EAV4-09APR2018,1892,false,MI,SN,, , 3= unknown, , ,,, ,,12:15,, , , 2, 38.052311, 121.848414, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
382,EAV4-10APR2017,1425,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:20,, , , 1, 38.1349, 121.99253, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , phragmites
383,EAV4-10MAY2018,1942,false,MI,SN,, , 3= unknown, , ,,, ,,14:50,, , , , 38.084184, 121.72381, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , tules
384,EAV4-11APR2017,1440,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,13:10,, , , 1, 38.077246, 122.013655, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHACU
385,EAV4-12MAR2018,1856,false,MI,SN,, , 3= unknown, , ,,, ,,15:51,, , , , 38.134829, 121.992611, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , taken in phragmites
386,EAV4-13APR2017,1447,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:30,, , , 1, 38.04056, 121.87032, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , PHRAUS
387,EAV4-13APR2018,1903,false,MI,SN,, , 3= unknown, , 5,,, ,,12:30,, , , 1, 38.08363, 121.71587, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
388,EAV4-16Mar2016,1198,false,MI,SN,5 = Tules, , 3= unknown, , 3.5,,, ,,11:57,, , , 2, 38.29617, 121.68986, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
389,EAV4-17OCT2018,2116,false,MI,SN,, , 3= unknown, , 3,,, ,,12:38,, , , 1.5, 38.04083, 121.87061, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
390,EAV4-20MAR2018,1850,false,MI,SN,, , 3= unknown, , ,,, ,,14:10,, , , 1, 38.36414, 121.644477, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
391,EAV4-22MAR2018,1876,false,MI,SN,, , 3= unknown, , ,,, ,,09:24,, , , , 38.04334, 121.87189, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
392,EAV4-23MAR2018,1808,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,10:10,, , , 2, 38.3085, 121.66806, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
393,EAV4-25APR2017,1452,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:48,, , , 2, 38.23722, 121.6692, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
394,EAV4-26MAR2018,1859,false,MI,SN,, , 3= unknown, , 3,,, ,,09:30,, , , , 38.18248, 121.92172, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , fish in sample
395,EAV4-27MAR2018,1818,false,MI,SN,5 = Tules, , 3= unknown, , 5,,, ,,09:50,, , , 3, 38.18073, 121.90743, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
396,EAV4-29MAR2017,1391,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,11:10,, , , 1, 38.258663, 121.792567, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
397,EAV4-29MAR2018,1865,false,MI,SN,, , 3= unknown, , 2.2,,, ,,09:57,, , , , 38.08215, 122.01795, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , phragmites
398,EAV4-2May2016,1255,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:20,, , , 1, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
399,EAV4-30MAR2017,1398,false,MI,SN,5 = Tules, , 3= unknown, , ,,, ,,10:48,, , , , 38.082588, 121.728078, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
400,EAV4-3APR2017,1403,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,09:25,, , , 2, 38.095028, 121.587904, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
401,EAV4-4APR2017,1409,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,08:59,, , , 1, 38.021913, 121.825326, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
402,EAV4-6APR2017,1415,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,09:30,, , , 1, 38.037943, 121.844285, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
403,EAV4B-13MAR2018,1834,false,MI,SN,, , 3= unknown, , ,,, ,,12:04,, , , , 38.178208, 121.908224, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
404,EAV4-LS-22MAR2019,1040,true,MI,EAV,, , , , 1.5,,, ,,,, , , 0.7, 38.29574, 121.72477, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
405,EAV4-ND-08APR2019,1072,false,MI,EAV,, , , , ,,, ,,,, , , , 38.17796, 121.91959, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
406,EAV4-ND-27MAR2019,1637,false,MI,EAV,, , , , 1.5,,, ,,,, , , , 38.17534, 121.92081, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
407,EAV4-RI-11APR2019,1071,false,MI,EAV,6 = Emergent vegetation, , , , 1.5,,, ,,,, , , 1, 38.08137, 122.01758, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
408,EAV4-WI-28MAR2019,2168,true,MI,EAV,, , , , 4.5,,, ,,,, , , , 38.03073, 121.83865, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
409,EAV4-WL-22FEB2019,1059,false,MI,EAV,6 = Emergent vegetation, , , , 3,,, ,,,, , , , 38.22065, 122.04372, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
410,EAV5-10APR2017,1426,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,13:40,, , , 1, 38.11387, 121.98157, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
411,EAV5-11APR2017,1440,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,13:10,, , , 1, 38.077246, 122.013655, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHACU
412,EAV5-13APR2017,1449,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,11:20,, , , 1, 38.040503, 121.867586, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHACU and typha
413,EAV5-13APR2018,1904,false,MI,SN,, , 3= unknown, , 3,,, ,,12:30,, , , 1, 38.09108, 121.71042, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
414,EAV5-16Mar2016,1198,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,11:57,, , , 2, 38.29617, 121.68986, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
415,EAV5-17OCT2018,2114,false,MI,SN,, , 3= unknown, , 1,,, ,,13:10,, , , 0.5, 38.043, 121.87303, , , 0,0,0,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , at channel opening (breach)
416,EAV5-18APR2018,1906,false,MI,SN,, , 3= unknown, , ,,, ,,08:23,, , , , 38.02288, 121.82655, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
417,EAV5-20MAR2018,1850,false,MI,SN,, , 3= unknown, , ,,, ,,14:10,, , , 1, 38.36414, 121.644477, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
418,EAV5-22MAR2018,1877,false,MI,SN,, , 3= unknown, , ,,, ,,10:05,, , , , 38.0424, 121.86931, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
419,EAV5-23MAR2018,1809,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:40,, , , 2, 38.30347, 121.66824, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
420,EAV5-25APR2017,1453,false,MI,SN,5 = Tules, , 3= unknown, , 7,,, ,,11:22,, , , 1, 38.245261, 121.660414, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , TYPHA; LUDWIG; AZOLLA
421,EAV5-26MAR2018,1859,false,MI,SN,, , 3= unknown, , 3,,, ,,09:30,, , , , 38.18248, 121.92172, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
422,EAV5-29MAR2017,1390,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:30,, , , 1, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
423,EAV5-29MAR2018,1866,false,MI,SN,, , 3= unknown, , 1,,, ,,10:55,, , , , 38.08435, 122.01701, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , tules
424,EAV5-2May2016,1255,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:20,, , , 1, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
425,EAV5-30MAR2017,1399,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,11:12,, , , 2, 38.082588, 121.728077, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
426,EAV5-3APR2017,1404,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,10:00,, , , 1, 38.0947, 121.59039, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHCAL + LUDWIG
427,EAV5-4APR2017,1411,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,10:10,, , , 2, 38.02282, 121.83, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
428,EAV5-6APR2017,1416,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,10:26,, , , 1, 38.02922, 121.84116, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , Shotgun shells in sample.
429,EAV5B-13MAR2018,1835,false,MI,SN,, , 3= unknown, , ,,, ,,12:45,, , , , 38.177116, 121.910044, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
430,EAV5-DI-18MAR2019,1004,true,MI,EAV,, , , , 3.7,,, ,,,, , , 3.7, 38.09226, 121.71019, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
431,EAV5-RI-11APR2019,1656,false,MI,EAV,6 = Emergent vegetation, , , , 1.5,,, ,,,, , , 1, 38.08543, 122.01622, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
432,EAV5-WI-28MAR2019,1020,true,MI,EAV,, , , , 3,,, ,,,, , , 3, 38.03917, 121.84496, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
433,EAV5-WL-22FEB2019,1654,false,MI,EAV,6 = Emergent vegetation, , , , 4,,, ,,,, , , 2, 38.22076, 122.03252, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
434,EAV6-16Mar2016,1198,false,MI,SN,5 = Tules, , 3= unknown, , 3.5,,, ,,11:57,, , , 2, 38.29617, 121.68986, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
435,EAV6-18APR2018,1906,false,MI,SN,, , 3= unknown, , ,,, ,,08:23,, , , , 38.02288, 121.82655, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
436,EAV6-22MAR2018,1877,false,MI,SN,, , 3= unknown, , ,,, ,,10:05,, , , , 38.0424, 121.86931, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
437,EAV6-23MAR2018,1810,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,11:30,, , , 3, 38.30074, 121.67632, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
438,EAV6-26MAR2018,1860,false,MI,SN,, , 3= unknown, , 1,,, ,,10:37,, , , 1, 38.19281, 121.91762, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , taken in cattails
439,EAV6-27MAR2018,1819,false,MI,SN,5 = Tules, , 3= unknown, , 6,,, ,,10:30,, , , 3, 38.17636, 121.91582, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
440,EAV6-29MAR2017,1390,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,10:30,, , , 1, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
441,EAV6-29MAR2018,1866,false,MI,SN,, , 3= unknown, , 1,,, ,,10:55,, , , , 38.08435, 122.01701, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , tules
442,EAV6-2May2016,1255,false,MI,SN,5 = Tules, , 3= unknown, , 1,,, ,,12:20,, , , 1, 38.25902, 121.79259, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
443,EAV6-30MAR2017,1399,false,MI,SN,5 = Tules, , 3= unknown, , 3,,, ,,11:12,, , , 2, 38.0829, 121.72488, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
444,EAV6-3APR2017,1404,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,10:00,, , , 1, 38.0947, 121.59039, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , SCHCAL + EICCRA
445,EAV6-4APR2017,1411,false,MI,SN,5 = Tules, , 3= unknown, , 4,,, ,,10:10,, , , 2, 38.022789, 121.82943, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
446,EAV6-6APR2017,1417,false,MI,SN,5 = Tules, , 3= unknown, , 2,,, ,,12:15,, , , 1, 38.052289, 121.856805, , , ,,,,,, ,0.4, , , , , , , , , , , false, false, ,,, , , , 
447,EAV6-DI-18MAR2019,1034,true,MI,EAV,, , , , 3.5,,, ,,,, , , 3.5, 38.08493, 121.72334, , , ,,,,,, ,, , , , , , , , , , , false, false, ,,, , , , 
448,EAV6-LS-22MAR2019,1009,true,MI,EAV,, , , , 1.5,,, ,,,, , , 0.7, 38.29205, 121.71551, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
449,EAV6-ND-27MAR2019,1012,false,MI,EAV,, , , , 3.5,,, ,,,, , , , 38.17601, 121.92251, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
450,EAV6-RI-11APR2019,1656,false,MI,EAV,6 = Emergent vegetation, , , , 1.5,,, ,,,, , , 1, 38.08543, 122.01622, , , ,,,,,, ,, , , , , , , , , , , false, true, ,,, , , , 
